construct_design_id,route,p450_entry,p450_system_type,redox_partner_requirement,thioesterase_entry,combined_design_feasibility_score,recommended_p450_action,p450_expression_module,redox_module,localization_module,p450_construct_risk,thioesterase_module,thioesterase_rationale,thioesterase_risk,route_module,precursor_support_module,expected_intermediates_to_monitor,route_specific_risk,minimal_negative_controls,positive_or_process_controls,construct_comparison_controls,primary_readout,construct_priority_tier
10H2DA_DESIGN_045,coa_bound_route,P54781,endogenous_or_yeast_cyp_keyword_hit,native_yeast_redox_context_possible_but_terminal_activity_unvalidated,P38256,20.212451,low_expression_risk_but_activity_validation_required,use endogenous yeast CYP candidate P54781 only as low-expression-risk exploratory arm,native yeast redox context likely sufficient if any activity exists,retain native localization; activity rather than expression is the main uncertainty,medium_high_activity_risk,screen P38256 as secondary thioesterase candidate,thioesterase-like annotation but exact 10H2DA precursor substrate is unvalidated,medium_high_specificity_risk,CoA-bound route: hydroxylate trans-dec-2-enoyl-CoA then hydrolyze 10H2DA-CoA,maintain decanoate -> decanoyl-CoA -> trans-dec-2-enoyl-CoA support through FAA2/POX1/FOX2 context,trans-dec-2-enoyl-CoA; 10-hydroxy-trans-2-decenoyl-CoA; 10H2DA,CoA substrate is less proven for many omega-hydroxylases; thioesterase must accept hydroxylated CoA product,empty vector; thioesterase-only; P450-only; no precursor feed or no precursor boost,verify precursor pool via trans-dec-2-enoyl-CoA/trans-2-decenoate readout before interpreting 10H2DA absence,compare P54781+P38256 against P54781-only and P38256-only to separate hydroxylation from hydrolysis limits,LC-MS or equivalent targeted assay for 10H2DA plus route intermediates; do not use growth/FBA flux alone as success readout,tier3_secondary_screen
10H2DA_DESIGN_046,coa_bound_route,P10614,endogenous_or_yeast_cyp_keyword_hit,native_yeast_redox_context_possible_but_terminal_activity_unvalidated,P53208,20.182999,low_expression_risk_but_activity_validation_required,use endogenous yeast CYP candidate P10614 only as low-expression-risk exploratory arm,native yeast redox context likely sufficient if any activity exists,retain native localization; activity rather than expression is the main uncertainty,medium_high_activity_risk,screen P53208 as secondary thioesterase candidate,thioesterase-like annotation but exact 10H2DA precursor substrate is unvalidated,medium_high_specificity_risk,CoA-bound route: hydroxylate trans-dec-2-enoyl-CoA then hydrolyze 10H2DA-CoA,maintain decanoate -> decanoyl-CoA -> trans-dec-2-enoyl-CoA support through FAA2/POX1/FOX2 context,trans-dec-2-enoyl-CoA; 10-hydroxy-trans-2-decenoyl-CoA; 10H2DA,CoA substrate is less proven for many omega-hydroxylases; thioesterase must accept hydroxylated CoA product,empty vector; thioesterase-only; P450-only; no precursor feed or no precursor boost,verify precursor pool via trans-dec-2-enoyl-CoA/trans-2-decenoate readout before interpreting 10H2DA absence,compare P10614+P53208 against P10614-only and P53208-only to separate hydroxylation from hydrolysis limits,LC-MS or equivalent targeted assay for 10H2DA plus route intermediates; do not use growth/FBA flux alone as success readout,tier3_secondary_screen
10H2DA_DESIGN_047,coa_bound_route,P10614,endogenous_or_yeast_cyp_keyword_hit,native_yeast_redox_context_possible_but_terminal_activity_unvalidated,P38256,20.172762,low_expression_risk_but_activity_validation_required,use endogenous yeast CYP candidate P10614 only as low-expression-risk exploratory arm,native yeast redox context likely sufficient if any activity exists,retain native localization; activity rather than expression is the main uncertainty,medium_high_activity_risk,screen P38256 as secondary thioesterase candidate,thioesterase-like annotation but exact 10H2DA precursor substrate is unvalidated,medium_high_specificity_risk,CoA-bound route: hydroxylate trans-dec-2-enoyl-CoA then hydrolyze 10H2DA-CoA,maintain decanoate -> decanoyl-CoA -> trans-dec-2-enoyl-CoA support through FAA2/POX1/FOX2 context,trans-dec-2-enoyl-CoA; 10-hydroxy-trans-2-decenoyl-CoA; 10H2DA,CoA substrate is less proven for many omega-hydroxylases; thioesterase must accept hydroxylated CoA product,empty vector; thioesterase-only; P450-only; no precursor feed or no precursor boost,verify precursor pool via trans-dec-2-enoyl-CoA/trans-2-decenoate readout before interpreting 10H2DA absence,compare P10614+P38256 against P10614-only and P38256-only to separate hydroxylation from hydrolysis limits,LC-MS or equivalent targeted assay for 10H2DA plus route intermediates; do not use growth/FBA flux alone as success readout,tier3_secondary_screen
10H2DA_DESIGN_048,coa_bound_route,P54781,endogenous_or_yeast_cyp_keyword_hit,native_yeast_redox_context_possible_but_terminal_activity_unvalidated,Q12354,20.095819,low_expression_risk_but_activity_validation_required,use endogenous yeast CYP candidate P54781 only as low-expression-risk exploratory arm,native yeast redox context likely sufficient if any activity exists,retain native localization; activity rather than expression is the main uncertainty,medium_high_activity_risk,screen Q12354 as secondary thioesterase candidate,thioesterase-like annotation but exact 10H2DA precursor substrate is unvalidated,medium_high_specificity_risk,CoA-bound route: hydroxylate trans-dec-2-enoyl-CoA then hydrolyze 10H2DA-CoA,maintain decanoate -> decanoyl-CoA -> trans-dec-2-enoyl-CoA support through FAA2/POX1/FOX2 context,trans-dec-2-enoyl-CoA; 10-hydroxy-trans-2-decenoyl-CoA; 10H2DA,CoA substrate is less proven for many omega-hydroxylases; thioesterase must accept hydroxylated CoA product,empty vector; thioesterase-only; P450-only; no precursor feed or no precursor boost,verify precursor pool via trans-dec-2-enoyl-CoA/trans-2-decenoate readout before interpreting 10H2DA absence,compare P54781+Q12354 against P54781-only and Q12354-only to separate hydroxylation from hydrolysis limits,LC-MS or equivalent targeted assay for 10H2DA plus route intermediates; do not use growth/FBA flux alone as success readout,tier3_secondary_screen
10H2DA_DESIGN_049,coa_bound_route,P10614,endogenous_or_yeast_cyp_keyword_hit,native_yeast_redox_context_possible_but_terminal_activity_unvalidated,Q12354,20.056129,low_expression_risk_but_activity_validation_required,use endogenous yeast CYP candidate P10614 only as low-expression-risk exploratory arm,native yeast redox context likely sufficient if any activity exists,retain native localization; activity rather than expression is the main uncertainty,medium_high_activity_risk,screen Q12354 as secondary thioesterase candidate,thioesterase-like annotation but exact 10H2DA precursor substrate is unvalidated,medium_high_specificity_risk,CoA-bound route: hydroxylate trans-dec-2-enoyl-CoA then hydrolyze 10H2DA-CoA,maintain decanoate -> decanoyl-CoA -> trans-dec-2-enoyl-CoA support through FAA2/POX1/FOX2 context,trans-dec-2-enoyl-CoA; 10-hydroxy-trans-2-decenoyl-CoA; 10H2DA,CoA substrate is less proven for many omega-hydroxylases; thioesterase must accept hydroxylated CoA product,empty vector; thioesterase-only; P450-only; no precursor feed or no precursor boost,verify precursor pool via trans-dec-2-enoyl-CoA/trans-2-decenoate readout before interpreting 10H2DA absence,compare P10614+Q12354 against P10614-only and Q12354-only to separate hydroxylation from hydrolysis limits,LC-MS or equivalent targeted assay for 10H2DA plus route intermediates; do not use growth/FBA flux alone as success readout,tier3_secondary_screen
10H2DA_DESIGN_050,free_acid_route,P10614,endogenous_or_yeast_cyp_keyword_hit,native_yeast_redox_context_possible_but_terminal_activity_unvalidated,P38256,19.908515,low_expression_risk_but_activity_validation_required,use endogenous yeast CYP candidate P10614 only as low-expression-risk exploratory arm,native yeast redox context likely sufficient if any activity exists,retain native localization; activity rather than expression is the main uncertainty,medium_high_activity_risk,screen P38256 as secondary thioesterase candidate,thioesterase-like annotation but exact 10H2DA precursor substrate is unvalidated,medium_high_specificity_risk,free-acid route: release trans-2-decenoate before omega-hydroxylation,maintain decanoate -> decanoyl-CoA -> trans-dec-2-enoyl-CoA support through FAA2/POX1/FOX2 context,trans-dec-2-enoyl-CoA; trans-2-decenoic acid; 10H2DA,"free acid availability and P450 substrate access may improve, but thioesterase must release the unsaturated acid first",empty vector; thioesterase-only; P450-only; no precursor feed or no precursor boost,verify precursor pool via trans-dec-2-enoyl-CoA/trans-2-decenoate readout before interpreting 10H2DA absence,compare P10614+P38256 against P10614-only and P38256-only to separate hydroxylation from hydrolysis limits,LC-MS or equivalent targeted assay for 10H2DA plus route intermediates; do not use growth/FBA flux alone as success readout,tier4_deprioritize
10H2DA_DESIGN_051,free_acid_route,P10614,endogenous_or_yeast_cyp_keyword_hit,native_yeast_redox_context_possible_but_terminal_activity_unvalidated,P53208,19.883498,low_expression_risk_but_activity_validation_required,use endogenous yeast CYP candidate P10614 only as low-expression-risk exploratory arm,native yeast redox context likely sufficient if any activity exists,retain native localization; activity rather than expression is the main uncertainty,medium_high_activity_risk,screen P53208 as secondary thioesterase candidate,thioesterase-like annotation but exact 10H2DA precursor substrate is unvalidated,medium_high_specificity_risk,free-acid route: release trans-2-decenoate before omega-hydroxylation,maintain decanoate -> decanoyl-CoA -> trans-dec-2-enoyl-CoA support through FAA2/POX1/FOX2 context,trans-dec-2-enoyl-CoA; trans-2-decenoic acid; 10H2DA,"free acid availability and P450 substrate access may improve, but thioesterase must release the unsaturated acid first",empty vector; thioesterase-only; P450-only; no precursor feed or no precursor boost,verify precursor pool via trans-dec-2-enoyl-CoA/trans-2-decenoate readout before interpreting 10H2DA absence,compare P10614+P53208 against P10614-only and P53208-only to separate hydroxylation from hydrolysis limits,LC-MS or equivalent targeted assay for 10H2DA plus route intermediates; do not use growth/FBA flux alone as success readout,tier4_deprioritize
10H2DA_DESIGN_052,free_acid_route,P54781,endogenous_or_yeast_cyp_keyword_hit,native_yeast_redox_context_possible_but_terminal_activity_unvalidated,P38256,19.818549,low_expression_risk_but_activity_validation_required,use endogenous yeast CYP candidate P54781 only as low-expression-risk exploratory arm,native yeast redox context likely sufficient if any activity exists,retain native localization; activity rather than expression is the main uncertainty,medium_high_activity_risk,screen P38256 as secondary thioesterase candidate,thioesterase-like annotation but exact 10H2DA precursor substrate is unvalidated,medium_high_specificity_risk,free-acid route: release trans-2-decenoate before omega-hydroxylation,maintain decanoate -> decanoyl-CoA -> trans-dec-2-enoyl-CoA support through FAA2/POX1/FOX2 context,trans-dec-2-enoyl-CoA; trans-2-decenoic acid; 10H2DA,"free acid availability and P450 substrate access may improve, but thioesterase must release the unsaturated acid first",empty vector; thioesterase-only; P450-only; no precursor feed or no precursor boost,verify precursor pool via trans-dec-2-enoyl-CoA/trans-2-decenoate readout before interpreting 10H2DA absence,compare P54781+P38256 against P54781-only and P38256-only to separate hydroxylation from hydrolysis limits,LC-MS or equivalent targeted assay for 10H2DA plus route intermediates; do not use growth/FBA flux alone as success readout,tier4_deprioritize
10H2DA_DESIGN_053,free_acid_route,P54781,endogenous_or_yeast_cyp_keyword_hit,native_yeast_redox_context_possible_but_terminal_activity_unvalidated,P53208,19.793532,low_expression_risk_but_activity_validation_required,use endogenous yeast CYP candidate P54781 only as low-expression-risk exploratory arm,native yeast redox context likely sufficient if any activity exists,retain native localization; activity rather than expression is the main uncertainty,medium_high_activity_risk,screen P53208 as secondary thioesterase candidate,thioesterase-like annotation but exact 10H2DA precursor substrate is unvalidated,medium_high_specificity_risk,free-acid route: release trans-2-decenoate before omega-hydroxylation,maintain decanoate -> decanoyl-CoA -> trans-dec-2-enoyl-CoA support through FAA2/POX1/FOX2 context,trans-dec-2-enoyl-CoA; trans-2-decenoic acid; 10H2DA,"free acid availability and P450 substrate access may improve, but thioesterase must release the unsaturated acid first",empty vector; thioesterase-only; P450-only; no precursor feed or no precursor boost,verify precursor pool via trans-dec-2-enoyl-CoA/trans-2-decenoate readout before interpreting 10H2DA absence,compare P54781+P53208 against P54781-only and P53208-only to separate hydroxylation from hydrolysis limits,LC-MS or equivalent targeted assay for 10H2DA plus route intermediates; do not use growth/FBA flux alone as success readout,tier4_deprioritize
10H2DA_DESIGN_054,free_acid_route,P10614,endogenous_or_yeast_cyp_keyword_hit,native_yeast_redox_context_possible_but_terminal_activity_unvalidated,Q12354,19.786185,low_expression_risk_but_activity_validation_required,use endogenous yeast CYP candidate P10614 only as low-expression-risk exploratory arm,native yeast redox context likely sufficient if any activity exists,retain native localization; activity rather than expression is the main uncertainty,medium_high_activity_risk,screen Q12354 as secondary thioesterase candidate,thioesterase-like annotation but exact 10H2DA precursor substrate is unvalidated,medium_high_specificity_risk,free-acid route: release trans-2-decenoate before omega-hydroxylation,maintain decanoate -> decanoyl-CoA -> trans-dec-2-enoyl-CoA support through FAA2/POX1/FOX2 context,trans-dec-2-enoyl-CoA; trans-2-decenoic acid; 10H2DA,"free acid availability and P450 substrate access may improve, but thioesterase must release the unsaturated acid first",empty vector; thioesterase-only; P450-only; no precursor feed or no precursor boost,verify precursor pool via trans-dec-2-enoyl-CoA/trans-2-decenoate readout before interpreting 10H2DA absence,compare P10614+Q12354 against P10614-only and Q12354-only to separate hydroxylation from hydrolysis limits,LC-MS or equivalent targeted assay for 10H2DA plus route intermediates; do not use growth/FBA flux alone as success readout,tier4_deprioritize
10H2DA_DESIGN_055,free_acid_route,P54781,endogenous_or_yeast_cyp_keyword_hit,native_yeast_redox_context_possible_but_terminal_activity_unvalidated,Q12354,19.696219,low_expression_risk_but_activity_validation_required,use endogenous yeast CYP candidate P54781 only as low-expression-risk exploratory arm,native yeast redox context likely sufficient if any activity exists,retain native localization; activity rather than expression is the main uncertainty,medium_high_activity_risk,screen Q12354 as secondary thioesterase candidate,thioesterase-like annotation but exact 10H2DA precursor substrate is unvalidated,medium_high_specificity_risk,free-acid route: release trans-2-decenoate before omega-hydroxylation,maintain decanoate -> decanoyl-CoA -> trans-dec-2-enoyl-CoA support through FAA2/POX1/FOX2 context,trans-dec-2-enoyl-CoA; trans-2-decenoic acid; 10H2DA,"free acid availability and P450 substrate access may improve, but thioesterase must release the unsaturated acid first",empty vector; thioesterase-only; P450-only; no precursor feed or no precursor boost,verify precursor pool via trans-dec-2-enoyl-CoA/trans-2-decenoate readout before interpreting 10H2DA absence,compare P54781+Q12354 against P54781-only and Q12354-only to separate hydroxylation from hydrolysis limits,LC-MS or equivalent targeted assay for 10H2DA plus route intermediates; do not use growth/FBA flux alone as success readout,tier4_deprioritize
10H2DA_DESIGN_056,coa_bound_route,P14581,heterologous_microsomal_p450,requires_cpr_or_cognate_reductase_engineering,P07149,19.680691,secondary_priority_high_activity_but_expression_risk,express P14581 as heterologous microsomal P450 secondary screen,requires CPR engineering; compare yeast NCP1/CPR1 support with cognate reductase if available,ER/microsomal context required; membrane expression and redox coupling are major risks,high,avoid relying on P07149 unless primary thioesterases fail,weak or generic thioesterase family fit,high_specificity_risk,CoA-bound route: hydroxylate trans-dec-2-enoyl-CoA then hydrolyze 10H2DA-CoA,maintain decanoate -> decanoyl-CoA -> trans-dec-2-enoyl-CoA support through FAA2/POX1/FOX2 context,trans-dec-2-enoyl-CoA; 10-hydroxy-trans-2-decenoyl-CoA; 10H2DA,CoA substrate is less proven for many omega-hydroxylases; thioesterase must accept hydroxylated CoA product,empty vector; thioesterase-only; P450-only; no precursor feed or no precursor boost,verify precursor pool via trans-dec-2-enoyl-CoA/trans-2-decenoate readout before interpreting 10H2DA absence,compare P14581+P07149 against P14581-only and P07149-only to separate hydroxylation from hydrolysis limits,LC-MS or equivalent targeted assay for 10H2DA plus route intermediates; do not use growth/FBA flux alone as success readout,tier4_deprioritize
10H2DA_DESIGN_057,coa_bound_route,Q6NT55,heterologous_microsomal_p450,requires_cpr_or_cognate_reductase_engineering,P07149,19.578858,secondary_priority_high_activity_but_expression_risk,express Q6NT55 as heterologous microsomal P450 secondary screen,requires CPR engineering; compare yeast NCP1/CPR1 support with cognate reductase if available,ER/microsomal context required; membrane expression and redox coupling are major risks,high,avoid relying on P07149 unless primary thioesterases fail,weak or generic thioesterase family fit,high_specificity_risk,CoA-bound route: hydroxylate trans-dec-2-enoyl-CoA then hydrolyze 10H2DA-CoA,maintain decanoate -> decanoyl-CoA -> trans-dec-2-enoyl-CoA support through FAA2/POX1/FOX2 context,trans-dec-2-enoyl-CoA; 10-hydroxy-trans-2-decenoyl-CoA; 10H2DA,CoA substrate is less proven for many omega-hydroxylases; thioesterase must accept hydroxylated CoA product,empty vector; thioesterase-only; P450-only; no precursor feed or no precursor boost,verify precursor pool via trans-dec-2-enoyl-CoA/trans-2-decenoate readout before interpreting 10H2DA absence,compare Q6NT55+P07149 against Q6NT55-only and P07149-only to separate hydroxylation from hydrolysis limits,LC-MS or equivalent targeted assay for 10H2DA plus route intermediates; do not use growth/FBA flux alone as success readout,tier4_deprioritize
10H2DA_DESIGN_058,coa_bound_route,P10611,heterologous_microsomal_p450,requires_cpr_or_cognate_reductase_engineering,P07149,19.504852,secondary_priority_high_activity_but_expression_risk,express P10611 as heterologous microsomal P450 secondary screen,requires CPR engineering; compare yeast NCP1/CPR1 support with cognate reductase if available,ER/microsomal context required; membrane expression and redox coupling are major risks,high,avoid relying on P07149 unless primary thioesterases fail,weak or generic thioesterase family fit,high_specificity_risk,CoA-bound route: hydroxylate trans-dec-2-enoyl-CoA then hydrolyze 10H2DA-CoA,maintain decanoate -> decanoyl-CoA -> trans-dec-2-enoyl-CoA support through FAA2/POX1/FOX2 context,trans-dec-2-enoyl-CoA; 10-hydroxy-trans-2-decenoyl-CoA; 10H2DA,CoA substrate is less proven for many omega-hydroxylases; thioesterase must accept hydroxylated CoA product,empty vector; thioesterase-only; P450-only; no precursor feed or no precursor boost,verify precursor pool via trans-dec-2-enoyl-CoA/trans-2-decenoate readout before interpreting 10H2DA absence,compare P10611+P07149 against P10611-only and P07149-only to separate hydroxylation from hydrolysis limits,LC-MS or equivalent targeted assay for 10H2DA plus route intermediates; do not use growth/FBA flux alone as success readout,tier4_deprioritize
10H2DA_DESIGN_059,free_acid_route,P14581,heterologous_microsomal_p450,requires_cpr_or_cognate_reductase_engineering,P07149,19.456299,secondary_priority_high_activity_but_expression_risk,express P14581 as heterologous microsomal P450 secondary screen,requires CPR engineering; compare yeast NCP1/CPR1 support with cognate reductase if available,ER/microsomal context required; membrane expression and redox coupling are major risks,high,avoid relying on P07149 unless primary thioesterases fail,weak or generic thioesterase family fit,high_specificity_risk,free-acid route: release trans-2-decenoate before omega-hydroxylation,maintain decanoate -> decanoyl-CoA -> trans-dec-2-enoyl-CoA support through FAA2/POX1/FOX2 context,trans-dec-2-enoyl-CoA; trans-2-decenoic acid; 10H2DA,"free acid availability and P450 substrate access may improve, but thioesterase must release the unsaturated acid first",empty vector; thioesterase-only; P450-only; no precursor feed or no precursor boost,verify precursor pool via trans-dec-2-enoyl-CoA/trans-2-decenoate readout before interpreting 10H2DA absence,compare P14581+P07149 against P14581-only and P07149-only to separate hydroxylation from hydrolysis limits,LC-MS or equivalent targeted assay for 10H2DA plus route intermediates; do not use growth/FBA flux alone as success readout,tier4_deprioritize
10H2DA_DESIGN_060,free_acid_route,P10611,heterologous_microsomal_p450,requires_cpr_or_cognate_reductase_engineering,P07149,19.43904,secondary_priority_high_activity_but_expression_risk,express P10611 as heterologous microsomal P450 secondary screen,requires CPR engineering; compare yeast NCP1/CPR1 support with cognate reductase if available,ER/microsomal context required; membrane expression and redox coupling are major risks,high,avoid relying on P07149 unless primary thioesterases fail,weak or generic thioesterase family fit,high_specificity_risk,free-acid route: release trans-2-decenoate before omega-hydroxylation,maintain decanoate -> decanoyl-CoA -> trans-dec-2-enoyl-CoA support through FAA2/POX1/FOX2 context,trans-dec-2-enoyl-CoA; trans-2-decenoic acid; 10H2DA,"free acid availability and P450 substrate access may improve, but thioesterase must release the unsaturated acid first",empty vector; thioesterase-only; P450-only; no precursor feed or no precursor boost,verify precursor pool via trans-dec-2-enoyl-CoA/trans-2-decenoate readout before interpreting 10H2DA absence,compare P10611+P07149 against P10611-only and P07149-only to separate hydroxylation from hydrolysis limits,LC-MS or equivalent targeted assay for 10H2DA plus route intermediates; do not use growth/FBA flux alone as success readout,tier4_deprioritize
10H2DA_DESIGN_061,free_acid_route,Q6NT55,heterologous_microsomal_p450,requires_cpr_or_cognate_reductase_engineering,P07149,19.435499,secondary_priority_high_activity_but_expression_risk,express Q6NT55 as heterologous microsomal P450 secondary screen,requires CPR engineering; compare yeast NCP1/CPR1 support with cognate reductase if available,ER/microsomal context required; membrane expression and redox coupling are major risks,high,avoid relying on P07149 unless primary thioesterases fail,weak or generic thioesterase family fit,high_specificity_risk,free-acid route: release trans-2-decenoate before omega-hydroxylation,maintain decanoate -> decanoyl-CoA -> trans-dec-2-enoyl-CoA support through FAA2/POX1/FOX2 context,trans-dec-2-enoyl-CoA; trans-2-decenoic acid; 10H2DA,"free acid availability and P450 substrate access may improve, but thioesterase must release the unsaturated acid first",empty vector; thioesterase-only; P450-only; no precursor feed or no precursor boost,verify precursor pool via trans-dec-2-enoyl-CoA/trans-2-decenoate readout before interpreting 10H2DA absence,compare Q6NT55+P07149 against Q6NT55-only and P07149-only to separate hydroxylation from hydrolysis limits,LC-MS or equivalent targeted assay for 10H2DA plus route intermediates; do not use growth/FBA flux alone as success readout,tier4_deprioritize
10H2DA_DESIGN_062,free_acid_route,P14580,heterologous_microsomal_p450,requires_cpr_or_cognate_reductase_engineering,P07149,19.414794,secondary_priority_high_activity_but_expression_risk,express P14580 as heterologous microsomal P450 secondary screen,requires CPR engineering; compare yeast NCP1/CPR1 support with cognate reductase if available,ER/microsomal context required; membrane expression and redox coupling are major risks,high,avoid relying on P07149 unless primary thioesterases fail,weak or generic thioesterase family fit,high_specificity_risk,free-acid route: release trans-2-decenoate before omega-hydroxylation,maintain decanoate -> decanoyl-CoA -> trans-dec-2-enoyl-CoA support through FAA2/POX1/FOX2 context,trans-dec-2-enoyl-CoA; trans-2-decenoic acid; 10H2DA,"free acid availability and P450 substrate access may improve, but thioesterase must release the unsaturated acid first",empty vector; thioesterase-only; P450-only; no precursor feed or no precursor boost,verify precursor pool via trans-dec-2-enoyl-CoA/trans-2-decenoate readout before interpreting 10H2DA absence,compare P14580+P07149 against P14580-only and P07149-only to separate hydroxylation from hydrolysis limits,LC-MS or equivalent targeted assay for 10H2DA plus route intermediates; do not use growth/FBA flux alone as success readout,tier4_deprioritize
10H2DA_DESIGN_063,coa_bound_route,P21595,endogenous_or_yeast_cyp_keyword_hit,native_yeast_redox_context_possible_but_terminal_activity_unvalidated,P53208,19.328086,low_expression_risk_but_activity_validation_required,use endogenous yeast CYP candidate P21595 only as low-expression-risk exploratory arm,native yeast redox context likely sufficient if any activity exists,retain native localization; activity rather than expression is the main uncertainty,medium_high_activity_risk,screen P53208 as secondary thioesterase candidate,thioesterase-like annotation but exact 10H2DA precursor substrate is unvalidated,medium_high_specificity_risk,CoA-bound route: hydroxylate trans-dec-2-enoyl-CoA then hydrolyze 10H2DA-CoA,maintain decanoate -> decanoyl-CoA -> trans-dec-2-enoyl-CoA support through FAA2/POX1/FOX2 context,trans-dec-2-enoyl-CoA; 10-hydroxy-trans-2-decenoyl-CoA; 10H2DA,CoA substrate is less proven for many omega-hydroxylases; thioesterase must accept hydroxylated CoA product,empty vector; thioesterase-only; P450-only; no precursor feed or no precursor boost,verify precursor pool via trans-dec-2-enoyl-CoA/trans-2-decenoate readout before interpreting 10H2DA absence,compare P21595+P53208 against P21595-only and P53208-only to separate hydroxylation from hydrolysis limits,LC-MS or equivalent targeted assay for 10H2DA plus route intermediates; do not use growth/FBA flux alone as success readout,tier4_deprioritize
10H2DA_DESIGN_064,coa_bound_route,P21595,endogenous_or_yeast_cyp_keyword_hit,native_yeast_redox_context_possible_but_terminal_activity_unvalidated,P38256,19.317848,low_expression_risk_but_activity_validation_required,use endogenous yeast CYP candidate P21595 only as low-expression-risk exploratory arm,native yeast redox context likely sufficient if any activity exists,retain native localization; activity rather than expression is the main uncertainty,medium_high_activity_risk,screen P38256 as secondary thioesterase candidate,thioesterase-like annotation but exact 10H2DA precursor substrate is unvalidated,medium_high_specificity_risk,CoA-bound route: hydroxylate trans-dec-2-enoyl-CoA then hydrolyze 10H2DA-CoA,maintain decanoate -> decanoyl-CoA -> trans-dec-2-enoyl-CoA support through FAA2/POX1/FOX2 context,trans-dec-2-enoyl-CoA; 10-hydroxy-trans-2-decenoyl-CoA; 10H2DA,CoA substrate is less proven for many omega-hydroxylases; thioesterase must accept hydroxylated CoA product,empty vector; thioesterase-only; P450-only; no precursor feed or no precursor boost,verify precursor pool via trans-dec-2-enoyl-CoA/trans-2-decenoate readout before interpreting 10H2DA absence,compare P21595+P38256 against P21595-only and P38256-only to separate hydroxylation from hydrolysis limits,LC-MS or equivalent targeted assay for 10H2DA plus route intermediates; do not use growth/FBA flux alone as success readout,tier4_deprioritize
10H2DA_DESIGN_065,coa_bound_route,P21595,endogenous_or_yeast_cyp_keyword_hit,native_yeast_redox_context_possible_but_terminal_activity_unvalidated,Q12354,19.201215,low_expression_risk_but_activity_validation_required,use endogenous yeast CYP candidate P21595 only as low-expression-risk exploratory arm,native yeast redox context likely sufficient if any activity exists,retain native localization; activity rather than expression is the main uncertainty,medium_high_activity_risk,screen Q12354 as secondary thioesterase candidate,thioesterase-like annotation but exact 10H2DA precursor substrate is unvalidated,medium_high_specificity_risk,CoA-bound route: hydroxylate trans-dec-2-enoyl-CoA then hydrolyze 10H2DA-CoA,maintain decanoate -> decanoyl-CoA -> trans-dec-2-enoyl-CoA support through FAA2/POX1/FOX2 context,trans-dec-2-enoyl-CoA; 10-hydroxy-trans-2-decenoyl-CoA; 10H2DA,CoA substrate is less proven for many omega-hydroxylases; thioesterase must accept hydroxylated CoA product,empty vector; thioesterase-only; P450-only; no precursor feed or no precursor boost,verify precursor pool via trans-dec-2-enoyl-CoA/trans-2-decenoate readout before interpreting 10H2DA absence,compare P21595+Q12354 against P21595-only and Q12354-only to separate hydroxylation from hydrolysis limits,LC-MS or equivalent targeted assay for 10H2DA plus route intermediates; do not use growth/FBA flux alone as success readout,tier4_deprioritize
10H2DA_DESIGN_066,free_acid_route,Q9Y8G7,self_sufficient_cyp505,internal_reductase_domain,P41903,19.176999,high_priority_test_self_sufficient_p450,express Q9Y8G7 as self-sufficient CYP505/P450foxy-style hydroxylase,no separate CPR module in first pass; internal reductase domain is the design advantage,cytosolic or native soluble/fungal context first; monitor whether substrate access limits activity,medium,use TES1/PTE1 as primary acyl-CoA thioesterase candidate,native peroxisomal long-chain acyl-CoA thioesterase; best endogenous family fit,medium_compartment_and_substrate_specificity,free-acid route: release trans-2-decenoate before omega-hydroxylation,maintain decanoate -> decanoyl-CoA -> trans-dec-2-enoyl-CoA support through FAA2/POX1/FOX2 context,trans-dec-2-enoyl-CoA; trans-2-decenoic acid; 10H2DA,"free acid availability and P450 substrate access may improve, but thioesterase must release the unsaturated acid first",empty vector; thioesterase-only; P450-only; no precursor feed or no precursor boost,verify precursor pool via trans-dec-2-enoyl-CoA/trans-2-decenoate readout before interpreting 10H2DA absence,compare Q9Y8G7+P41903 against Q9Y8G7-only and P41903-only to separate hydroxylation from hydrolysis limits,LC-MS or equivalent targeted assay for 10H2DA plus route intermediates; do not use growth/FBA flux alone as success readout,tier4_deprioritize
10H2DA_DESIGN_067,coa_bound_route,P54781,endogenous_or_yeast_cyp_keyword_hit,native_yeast_redox_context_possible_but_terminal_activity_unvalidated,P07149,19.120958,low_expression_risk_but_activity_validation_required,use endogenous yeast CYP candidate P54781 only as low-expression-risk exploratory arm,native yeast redox context likely sufficient if any activity exists,retain native localization; activity rather than expression is the main uncertainty,medium_high_activity_risk,avoid relying on P07149 unless primary thioesterases fail,weak or generic thioesterase family fit,high_specificity_risk,CoA-bound route: hydroxylate trans-dec-2-enoyl-CoA then hydrolyze 10H2DA-CoA,maintain decanoate -> decanoyl-CoA -> trans-dec-2-enoyl-CoA support through FAA2/POX1/FOX2 context,trans-dec-2-enoyl-CoA; 10-hydroxy-trans-2-decenoyl-CoA; 10H2DA,CoA substrate is less proven for many omega-hydroxylases; thioesterase must accept hydroxylated CoA product,empty vector; thioesterase-only; P450-only; no precursor feed or no precursor boost,verify precursor pool via trans-dec-2-enoyl-CoA/trans-2-decenoate readout before interpreting 10H2DA absence,compare P54781+P07149 against P54781-only and P07149-only to separate hydroxylation from hydrolysis limits,LC-MS or equivalent targeted assay for 10H2DA plus route intermediates; do not use growth/FBA flux alone as success readout,tier4_deprioritize
